transaction_id,drug_id,hospital_id,transaction_type,quantity,transaction_date,performed_by
DT0000750,DR145,H003,Wastage,12,2025-02-27,Fares El-Shaer
DT0000751,DR078,H003,Dispensing,5,2024-12-18,Bahaa Ahmed
DT0000752,DR135,H003,Dispensing,36,2024-05-16,Amr Bayoumi
DT0000753,DR130,H003,Dispensing,15,2024-09-25,Tharwat El-Banna
DT0000754,DR127,H003,Return,29,2025-03-28,Karam Morsi
DT0000755,DR167,H003,Purchase,314,2025-03-12,Randa Abdallah
DT0000756,DR053,H003,Purchase,326,2025-03-25,Ghada Farghaly
DT0000757,DR131,H003,Adjustment,23,2025-02-23,Niveen Tobar
DT0000758,DR106,H003,Dispensing,31,2024-09-25,Ali Mahrous
DT0000759,DR008,H003,Dispensing,21,2024-08-26,Samer El-Wakeel
DT0000760,DR104,H003,Dispensing,35,2024-12-31,Hani Amin
DT0000761,DR102,H003,Purchase,370,2025-04-23,Sherif Abdel-Monem
DT0000762,DR156,H003,Purchase,326,2024-11-02,Wassim Amin
DT0000763,DR028,H003,Wastage,16,2024-08-07,Hind Shalaby
DT0000764,DR013,H003,Purchase,466,2024-12-28,Nashaat El-Diwany
DT0000765,DR039,H003,Dispensing,41,2025-04-26,Wassim Fawzy
DT0000766,DR022,H003,Dispensing,44,2024-05-24,Ramy Hamza
DT0000767,DR036,H003,Wastage,24,2024-11-06,Mamdouh El-Gohary
DT0000768,DR090,H003,Dispensing,19,2024-05-17,Hani Amin
DT0000769,DR077,H003,Dispensing,7,2025-03-04,Amal Lotfy
DT0000770,DR144,H003,Dispensing,5,2025-01-04,Samir Shoman
DT0000771,DR139,H003,Dispensing,40,2024-06-18,Amr El-Banna
DT0000772,DR136,H003,Purchase,274,2025-01-28,Moneer El-Sherbeny
DT0000773,DR052,H003,Dispensing,9,2024-12-02,Nashaat El-Diwany
DT0000774,DR105,H003,Purchase,407,2025-01-27,Wassim Fawzy
DT0000775,DR174,H003,Purchase,361,2025-04-07,Samer El-Wakeel
DT0000776,DR002,H003,Dispensing,9,2024-05-24,Aisha Ali
DT0000777,DR003,H003,Dispensing,31,2025-02-13,Samah Helal
DT0000778,DR117,H003,Adjustment,23,2025-03-30,Lotfy Attia
DT0000779,DR043,H003,Dispensing,17,2024-10-03,Samir Shoman
DT0000780,DR037,H003,Purchase,124,2024-08-04,Farida El-Gohary
DT0000781,DR135,H003,Purchase,287,2024-09-24,Amr Bayoumi
DT0000782,DR156,H003,Dispensing,17,2024-10-01,Ziad El-Assar
DT0000783,DR075,H003,Dispensing,32,2024-06-01,Basma Shaaban
DT0000784,DR005,H003,Purchase,428,2024-11-15,Ayman Mohamed
DT0000785,DR158,H003,Wastage,2,2024-06-24,Ghada Farghaly
DT0000786,DR022,H003,Wastage,29,2025-01-20,Hind Shalaby
DT0000787,DR007,H003,Dispensing,14,2024-05-11,Nadia Fawzy
DT0000788,DR035,H003,Dispensing,30,2024-06-30,Diaa Gaber
DT0000789,DR045,H003,Return,18,2025-01-07,Saad El-Sayed
DT0000790,DR007,H003,Dispensing,3,2024-12-28,Hind Shalaby
DT0000791,DR050,H003,Dispensing,4,2024-12-02,Howaida El-Arabi
DT0000792,DR119,H003,Return,1,2025-05-02,Safaa Hegazy
DT0000793,DR175,H003,Dispensing,3,2025-04-06,Hesham Radwan
DT0000794,DR112,H003,Return,3,2024-08-21,Ayman Amin
DT0000795,DR109,H003,Purchase,367,2024-09-26,Ziad El-Assar
DT0000796,DR054,H003,Dispensing,27,2024-08-04,Nasr Sorour
DT0000797,DR079,H003,Purchase,98,2025-01-22,Samira Lotfy
DT0000798,DR006,H003,Dispensing,35,2024-08-14,Nashaat El-Diwany
DT0000799,DR166,H003,Dispensing,34,2025-02-23,Nabil Soliman
DT0000800,DR156,H003,Purchase,423,2024-07-08,Samira Lotfy
DT0000801,DR036,H003,Purchase,459,2024-07-25,Amal Lotfy
DT0000802,DR073,H003,Return,24,2025-03-01,Abdelhamid Hanafy
DT0000803,DR163,H003,Dispensing,214,2025-04-09,Ali Mahrous
DT0000804,DR067,H003,Purchase,280,2024-09-24,Yara Mansour
DT0000805,DR153,H003,Purchase,435,2024-12-04,Basma Abdel-Monem
DT0000806,DR158,H003,Dispensing,26,2024-09-21,Bahaa Ahmed
DT0000807,DR133,H003,Wastage,6,2025-03-05,Hesham Radwan
DT0000808,DR151,H003,Dispensing,16,2024-07-06,Sherif Abdel-Monem
DT0000809,DR014,H003,Dispensing,23,2024-09-02,Amr El-Banna
DT0000810,DR086,H003,Return,26,2024-07-21,Karam Morsi
DT0000811,DR166,H003,Dispensing,8,2024-10-08,Nasr Sorour
DT0000812,DR156,H003,Dispensing,39,2024-06-06,Randa Abdallah
DT0000813,DR004,H003,Purchase,344,2025-02-02,Zaki Khalil
DT0000814,DR146,H003,Dispensing,30,2024-06-04,Nasr Sorour
DT0000815,DR114,H003,Purchase,450,2024-09-18,Nagy Eid
DT0000816,DR038,H003,Purchase,282,2024-09-18,Samir El-Naggar
DT0000817,DR172,H003,Adjustment,17,2024-05-20,May Salem
DT0000818,DR038,H003,Wastage,20,2024-09-29,Ola El-Hariry
DT0000819,DR120,H003,Dispensing,29,2024-12-29,Soha Gaber
DT0000820,DR080,H003,Dispensing,37,2024-11-18,Safaa Hegazy
DT0000821,DR033,H003,Wastage,5,2025-02-11,Nasr Sorour
DT0000822,DR068,H003,Adjustment,23,2025-03-29,Nagy Eid
DT0000823,DR127,H003,Dispensing,3,2024-05-13,May Salem
DT0000824,DR023,H003,Purchase,104,2024-09-23,Maged Farag
DT0000825,DR016,H003,Adjustment,21,2025-05-09,Fatima El-Diwany
DT0000826,DR039,H003,Dispensing,6,2024-09-14,Ayman Amin
DT0000827,DR119,H003,Dispensing,19,2024-05-16,Mamdouh El-Gohary
DT0000828,DR161,H003,Dispensing,7,2025-02-24,Aisha Ali
DT0000829,DR128,H003,Dispensing,43,2024-08-30,Soha Gaber
DT0000830,DR013,H003,Purchase,87,2024-09-07,Sobhi Eid
DT0000831,DR163,H003,Wastage,15,2025-05-08,Hassan El-Malt
DT0000832,DR066,H003,Purchase,307,2025-01-22,Safaa El-Banna
DT0000833,DR049,H003,Adjustment,27,2024-11-29,Marwan Shehata
DT0000834,DR064,H003,Return,20,2025-04-17,Safaa El-Banna
DT0000835,DR066,H003,Wastage,1,2024-08-17,Ramzy Rushdy
DT0000836,DR012,H003,Dispensing,21,2025-01-30,Labib Younis
DT0000837,DR093,H003,Wastage,15,2025-01-20,Hassan El-Malt
DT0000838,DR154,H003,Wastage,19,2024-08-09,Karam Morsi
DT0000839,DR112,H003,Dispensing,7,2024-09-23,Sherif Abdel-Monem
DT0000840,DR016,H003,Dispensing,14,2025-05-01,Nour El-Zanaty
DT0000841,DR024,H003,Return,3,2024-06-27,Youssef Hamouda
DT0000842,DR124,H003,Dispensing,18,2024-10-16,Sherif Abdel-Monem
DT0000843,DR138,H003,Wastage,12,2024-10-14,Samer Metwally
DT0000844,DR076,H003,Dispensing,42,2024-06-15,Shereen Shaaban
DT0000845,DR071,H003,Purchase,257,2024-08-18,Walid El-Desouky
DT0000846,DR165,H003,Dispensing,16,2024-09-15,Yara El-Tayeb
DT0000847,DR075,H003,Wastage,19,2024-11-23,Nevine Nofal
DT0000848,DR139,H003,Wastage,29,2024-09-28,Nashaat El-Diwany
DT0000849,DR111,H003,Adjustment,2,2025-02-13,Soha Gaber
DT0000850,DR124,H003,Dispensing,19,2025-01-22,Shaimaa Mansour
DT0000851,DR140,H003,Dispensing,28,2024-05-11,Bahaa Ahmed
DT0000852,DR107,H003,Dispensing,22,2024-09-24,Nadia Fawzy
DT0000853,DR165,H003,Return,20,2024-11-11,Ziad El-Assar
DT0000854,DR146,H003,Dispensing,102,2024-07-01,Hind Shalaby
DT0000855,DR072,H003,Dispensing,13,2024-07-12,Saad El-Sayed
DT0000856,DR147,H003,Dispensing,19,2024-06-25,Shereen Shaaban
DT0000857,DR072,H003,Dispensing,49,2024-10-21,Rozan El-Sayed
DT0000858,DR049,H003,Dispensing,8,2024-05-23,Hani Amin
DT0000859,DR049,H003,Dispensing,129,2025-04-06,Nadia Fawzy
DT0000860,DR047,H003,Purchase,271,2024-06-07,Ziad El-Assar
DT0000861,DR067,H003,Purchase,108,2024-07-13,Hazem Hassan
DT0000862,DR168,H003,Dispensing,16,2024-05-11,Basma Abdel-Monem
DT0000863,DR138,H003,Dispensing,33,2024-09-12,Khaled El-Hamzawy
DT0000864,DR165,H003,Dispensing,1,2024-08-17,Randa Abdallah
DT0000865,DR026,H003,Dispensing,28,2024-11-04,Ola El-Hariry
DT0000866,DR067,H003,Return,10,2024-11-27,May Salem
DT0000867,DR117,H003,Adjustment,22,2025-01-19,Ehab El-Gazar
DT0000868,DR118,H003,Return,18,2024-05-29,Salma Hatem
DT0000869,DR140,H003,Wastage,2,2024-07-29,Farida El-Gohary
DT0000870,DR120,H003,Dispensing,104,2024-06-02,Nadia Fawzy
DT0000871,DR024,H003,Dispensing,32,2025-03-11,Fatima El-Diwany
DT0000872,DR061,H003,Dispensing,12,2024-11-30,Farida El-Gohary
DT0000873,DR163,H003,Wastage,4,2024-06-30,Lamia Ali
DT0000874,DR033,H003,Dispensing,49,2024-11-08,Wassim Amin
DT0000875,DR118,H003,Return,9,2025-01-19,Ramzy Ibrahim
DT0000876,DR044,H003,Purchase,461,2025-01-29,Saad El-Sayed
DT0000877,DR025,H003,Dispensing,2,2024-09-21,Karam Morsi
DT0000878,DR169,H003,Return,5,2025-05-08,Ramzy Ibrahim
DT0000879,DR165,H003,Dispensing,2,2024-10-16,Hani Amin
DT0000880,DR059,H003,Dispensing,4,2025-03-18,Fathy El-Arabi
DT0000881,DR044,H003,Return,24,2024-12-07,Karam Morsi
DT0000882,DR007,H003,Dispensing,44,2025-01-29,Karam Morsi
DT0000883,DR117,H003,Dispensing,7,2024-08-17,Nashaat El-Diwany
DT0000884,DR001,H003,Dispensing,15,2024-07-25,Hesham Radwan
DT0000885,DR160,H003,Wastage,2,2024-07-06,Raafat Morsi
DT0000886,DR141,H003,Dispensing,40,2025-04-06,Khaled El-Hamzawy
DT0000887,DR056,H003,Dispensing,16,2025-02-12,Omar El-Hariry
DT0000888,DR007,H003,Purchase,60,2025-04-30,Basel Barakat
DT0000889,DR172,H003,Return,30,2024-11-30,Youssef Hamouda
DT0000890,DR159,H003,Purchase,485,2024-07-13,Mohsen Radwan
DT0000891,DR152,H003,Dispensing,1,2025-02-25,Nadia Fawzy
DT0000892,DR135,H003,Return,27,2024-06-26,Mahmoud Abdel-Aziz
DT0000893,DR123,H003,Purchase,299,2024-09-28,Karam Morsi
DT0000894,DR007,H003,Adjustment,30,2024-09-27,Samer El-Wakeel
DT0000895,DR160,H003,Purchase,234,2024-06-18,Labib Younis
DT0000896,DR095,H003,Return,20,2024-10-18,Tharwat El-Banna
DT0000897,DR152,H003,Dispensing,1,2024-10-31,Randa Abdallah
DT0000898,DR057,H003,Dispensing,31,2024-08-04,Howaida El-Arabi
DT0000899,DR142,H003,Purchase,141,2024-06-10,Samer Metwally
DT0000900,DR040,H003,Return,11,2024-09-27,Nasr Sorour
DT0000901,DR118,H003,Dispensing,6,2024-06-12,Salma Hamouda
DT0000902,DR154,H003,Purchase,305,2024-07-01,Lamia Ali
DT0000903,DR018,H003,Dispensing,25,2024-07-25,Amr Bayoumi
DT0000904,DR062,H003,Purchase,121,2025-04-28,Zaki Khalil
DT0000905,DR153,H003,Dispensing,40,2025-03-07,Dalia El-Banna
DT0000906,DR149,H003,Wastage,28,2024-12-04,Karam Morsi
DT0000907,DR091,H003,Purchase,369,2024-06-19,Zaki Rushdy
DT0000908,DR085,H003,Adjustment,22,2024-10-23,Basma Shaaban
DT0000909,DR092,H003,Adjustment,2,2025-04-11,Fares El-Shaer
DT0000910,DR111,H003,Dispensing,28,2024-07-07,Hassan El-Malt
DT0000911,DR034,H003,Dispensing,35,2024-07-28,Sherif Abdel-Monem
DT0000912,DR109,H003,Dispensing,18,2025-02-28,Mamdouh El-Gohary
DT0000913,DR098,H003,Dispensing,37,2024-07-07,Akram Bayoumi
DT0000914,DR066,H003,Dispensing,30,2025-02-24,Medhat El-Sawi
DT0000915,DR116,H003,Dispensing,7,2024-10-04,Soha Gaber
DT0000916,DR029,H003,Adjustment,7,2024-08-28,Soha Gaber
DT0000917,DR163,H003,Dispensing,2,2024-08-19,Ramzy Ibrahim
DT0000918,DR133,H003,Dispensing,156,2024-08-03,Yara Mansour
DT0000919,DR001,H003,Dispensing,221,2024-08-05,Maged Farag
DT0000920,DR148,H003,Dispensing,37,2024-09-19,Rania Abdel-Aziz
DT0000921,DR116,H003,Dispensing,20,2025-05-09,Nagy Eid
DT0000922,DR024,H003,Dispensing,33,2024-08-24,Nasr Sorour
DT0000923,DR013,H003,Dispensing,6,2024-07-14,Saad El-Sayed
DT0000924,DR113,H003,Adjustment,15,2024-11-10,Tharwat El-Banna
DT0000925,DR048,H003,Purchase,78,2024-10-27,Nabil Soliman
DT0000926,DR097,H003,Return,28,2024-12-29,Mohsen Radwan
DT0000927,DR117,H003,Purchase,319,2024-10-25,Wassim Amin
DT0000928,DR097,H003,Return,24,2024-05-26,Hani Amin
DT0000929,DR141,H003,Dispensing,50,2025-04-20,Howaida El-Arabi
DT0000930,DR020,H003,Purchase,227,2025-01-21,Shereen Shaaban
DT0000931,DR083,H003,Dispensing,26,2025-03-07,Nagy Eid
DT0000932,DR102,H003,Return,1,2024-06-01,Medhat El-Sawi
DT0000933,DR170,H003,Adjustment,20,2025-01-12,Raafat Mahrous
DT0000934,DR082,H003,Dispensing,6,2025-03-11,Randa Abdallah
DT0000935,DR130,H003,Dispensing,46,2024-09-28,Soha Gaber
DT0000936,DR151,H003,Adjustment,29,2025-03-31,Mamdouh El-Gohary
DT0000937,DR110,H003,Wastage,22,2024-10-03,Iman Selim
DT0000938,DR162,H003,Dispensing,27,2025-01-27,Iman Selim
DT0000939,DR093,H003,Dispensing,10,2024-11-28,Saad Abdel-Monem
DT0000940,DR093,H003,Dispensing,27,2024-07-25,Sherif Abdel-Monem
DT0000941,DR116,H003,Dispensing,12,2025-03-19,Wassim Fawzy
DT0000942,DR100,H003,Adjustment,22,2025-02-21,Zaki Khalil
DT0000943,DR085,H003,Dispensing,29,2025-01-22,Zaki Khalil
DT0000944,DR106,H003,Purchase,500,2024-08-25,Omar El-Hariry
DT0000945,DR159,H003,Dispensing,49,2024-12-21,Medhat El-Sawi
DT0000946,DR010,H003,Dispensing,1,2024-12-27,Samah Helal
DT0000947,DR008,H003,Purchase,466,2025-04-04,Hind Shalaby
DT0000948,DR111,H003,Adjustment,13,2024-08-15,Sherif Abdel-Monem
DT0000949,DR174,H003,Return,17,2024-08-25,Amal Lotfy
DT0000950,DR004,H003,Dispensing,16,2024-07-14,Youssef Hamouda
DT0000951,DR166,H003,Wastage,10,2024-12-04,Ayman Amin
DT0000952,DR018,H003,Adjustment,28,2025-03-25,Maged Farag
DT0000953,DR154,H003,Dispensing,41,2025-01-04,Maged Farag
DT0000954,DR020,H003,Purchase,401,2025-03-18,Sherif Abdel-Monem
DT0000955,DR142,H003,Wastage,16,2024-05-29,Nashaat El-Diwany
DT0000956,DR013,H003,Return,11,2024-11-22,Mamdouh El-Gohary
DT0000957,DR150,H003,Purchase,237,2025-04-02,Randa Abdallah
DT0000958,DR035,H003,Dispensing,36,2024-12-29,Samer El-Wakeel
DT0000959,DR040,H003,Dispensing,38,2025-05-07,Akram Bayoumi
DT0000960,DR099,H003,Dispensing,37,2025-03-28,Soha Gaber
DT0000961,DR090,H003,Purchase,104,2025-03-08,Lotfy Attia
DT0000962,DR093,H003,Dispensing,40,2024-09-14,Samir El-Naggar
DT0000963,DR066,H003,Dispensing,31,2025-01-10,Walid El-Desouky
DT0000964,DR068,H003,Dispensing,38,2024-12-12,Hatem Radwan
DT0000965,DR146,H003,Purchase,143,2024-07-23,Marwan Shehata
DT0000966,DR081,H003,Dispensing,36,2024-06-27,Saad Abdel-Monem
DT0000967,DR063,H003,Adjustment,8,2024-09-01,Basma Abdel-Monem
DT0000968,DR167,H003,Return,17,2024-05-27,Sherif Abdel-Monem
DT0000969,DR041,H003,Dispensing,10,2024-09-17,Labib Younis
DT0000970,DR029,H003,Dispensing,23,2024-09-19,Hatem Radwan
DT0000971,DR145,H003,Purchase,440,2024-06-21,Hassan El-Malt
DT0000972,DR076,H003,Dispensing,31,2025-01-01,Karam Morsi
DT0000973,DR175,H003,Dispensing,27,2024-07-06,Shereen Shaaban
DT0000974,DR098,H003,Dispensing,21,2024-11-28,Labib Younis
DT0000975,DR049,H003,Adjustment,28,2025-02-25,Ramy Hamza
DT0000976,DR118,H003,Dispensing,39,2024-12-26,May Salem
DT0000977,DR054,H003,Wastage,14,2024-11-10,Ali Mahrous
DT0000978,DR128,H003,Dispensing,2,2024-08-16,Maged Farag
DT0000979,DR065,H003,Wastage,29,2025-04-06,Aisha Ali
DT0000980,DR008,H003,Dispensing,19,2024-08-12,Yara El-Tayeb
DT0000981,DR138,H003,Dispensing,1,2025-03-17,Omar El-Hariry
DT0000982,DR059,H003,Dispensing,49,2025-01-07,Nabil Soliman
DT0000983,DR116,H003,Purchase,386,2024-08-04,Samer Metwally
DT0000984,DR031,H003,Purchase,324,2025-03-01,Hind Shalaby
DT0000985,DR022,H003,Dispensing,22,2024-09-15,Samir Shoman
DT0000986,DR027,H003,Dispensing,33,2025-04-28,Ayman Mohamed
DT0000987,DR159,H003,Dispensing,21,2025-01-03,Basma Abdel-Monem
DT0000988,DR161,H003,Purchase,68,2024-09-01,Samira Lotfy
DT0000989,DR157,H003,Dispensing,16,2024-09-10,Fares El-Shaer
DT0000990,DR115,H003,Adjustment,11,2024-10-22,Hani Amin
DT0000991,DR086,H003,Dispensing,45,2024-07-06,Khadija Fawzy
DT0000992,DR006,H003,Dispensing,26,2024-08-05,Salma Hatem
DT0000993,DR081,H003,Dispensing,20,2024-06-03,Mahmoud Abdel-Aziz
DT0000994,DR159,H003,Purchase,470,2024-12-03,Howaida El-Arabi
DT0000995,DR168,H003,Dispensing,49,2024-08-05,Hazem Hassan
DT0000996,DR036,H003,Purchase,166,2024-09-20,Maged Farag
DT0000997,DR151,H003,Return,30,2024-10-27,Khaled El-Hamzawy
DT0000998,DR147,H003,Adjustment,15,2024-07-31,Shereen Shaaban
DT0000999,DR011,H003,Dispensing,32,2024-10-20,Ayman Amin
DT0001000,DR164,H003,Wastage,30,2024-09-30,Sobhi Osman
DT0001001,DR117,H003,Dispensing,9,2024-05-23,Saad El-Sayed
DT0001002,DR152,H003,Purchase,137,2024-10-01,Basma Shaaban
DT0001003,DR047,H003,Wastage,26,2025-03-16,Nadia Fawzy
DT0001004,DR159,H003,Dispensing,45,2024-07-14,Iman Selim
DT0001005,DR018,H003,Dispensing,4,2025-05-05,Nagy Eid
DT0001006,DR028,H003,Dispensing,27,2025-03-16,Ramzy Ibrahim
DT0001007,DR070,H003,Adjustment,27,2025-03-17,Rozan El-Sayed
DT0001008,DR049,H003,Dispensing,7,2024-12-20,Farida El-Gohary
DT0001009,DR019,H003,Dispensing,18,2024-08-27,Basel Barakat
DT0001010,DR058,H003,Return,13,2024-10-08,Akram Bayoumi
DT0001011,DR032,H003,Wastage,10,2024-08-24,Akram Bayoumi
DT0001012,DR040,H003,Adjustment,17,2024-10-26,Labib Younis
DT0001013,DR086,H003,Dispensing,7,2024-10-05,Zaki Khalil
DT0001014,DR017,H003,Return,28,2025-04-01,Sherif Abdel-Monem
DT0001015,DR107,H003,Purchase,80,2024-12-26,Magid Ghanem
DT0001016,DR064,H003,Adjustment,5,2024-11-02,Ghada Farghaly
DT0001017,DR080,H003,Dispensing,11,2025-02-03,Nada Hassan
DT0001018,DR003,H003,Return,7,2024-10-26,Dalia El-Banna
DT0001019,DR017,H003,Wastage,6,2024-09-18,Saad Abdel-Monem
DT0001020,DR161,H003,Dispensing,15,2024-12-06,Safaa Hegazy
DT0001021,DR133,H003,Dispensing,12,2024-09-12,Nagwa Gaber
DT0001022,DR128,H003,Dispensing,44,2024-08-10,Farida El-Gohary
DT0001023,DR075,H003,Adjustment,4,2024-11-08,Saad El-Sayed
DT0001024,DR078,H003,Dispensing,9,2024-12-19,Labib Younis
DT0001025,DR043,H003,Purchase,142,2025-04-08,Nashaat El-Diwany
DT0001026,DR076,H003,Dispensing,37,2025-01-21,Ramzy Ibrahim
DT0001027,DR049,H003,Dispensing,13,2025-03-09,Howaida El-Arabi
DT0001028,DR075,H003,Dispensing,6,2025-01-25,Amr Bayoumi
DT0001029,DR042,H003,Adjustment,27,2024-12-26,Samah Helal
DT0001030,DR160,H003,Adjustment,24,2024-11-13,Ghada Farghaly
DT0001031,DR164,H003,Return,27,2024-09-16,Zaki Rushdy
DT0001032,DR149,H003,Dispensing,32,2025-03-15,Riham Rashad
DT0001033,DR036,H003,Dispensing,43,2025-03-06,Omar El-Hariry
DT0001034,DR091,H003,Dispensing,25,2024-11-24,Raafat Morsi
DT0001035,DR055,H003,Dispensing,49,2024-05-23,Nasr Sorour
DT0001036,DR104,H003,Dispensing,45,2025-04-11,Magid Ghanem
DT0001037,DR045,H003,Wastage,3,2024-05-20,Samir El-Naggar
DT0001038,DR026,H003,Purchase,219,2024-07-21,Magid Ghanem
DT0001039,DR087,H003,Dispensing,39,2024-06-02,Wassim Amin
DT0001040,DR001,H003,Wastage,9,2024-05-10,Sobhi Eid
DT0001041,DR111,H003,Purchase,290,2025-04-02,Nadia Fawzy
DT0001042,DR069,H003,Wastage,3,2024-07-21,Riham Rashad
DT0001043,DR097,H003,Dispensing,7,2024-12-26,Ola El-Hariry
DT0001044,DR082,H003,Dispensing,26,2024-10-29,Amr Bayoumi
DT0001045,DR137,H003,Purchase,231,2024-07-09,Samer Metwally
DT0001046,DR164,H003,Purchase,143,2024-09-23,Khaled El-Hamzawy
DT0001047,DR172,H003,Dispensing,25,2024-07-02,May Salem
DT0001048,DR078,H003,Return,12,2025-01-29,Niveen Tobar
DT0001049,DR175,H003,Wastage,12,2025-01-23,Omar El-Hariry
DT0001050,DR058,H003,Adjustment,16,2024-07-28,Youssef Hamouda
DT0001051,DR160,H004,Wastage,9,2024-08-20,Khaled El-Hamzawy
DT0001052,DR143,H004,Purchase,351,2024-09-13,Ali Mahrous
DT0001053,DR032,H004,Purchase,128,2024-05-24,Ramy Hamza
DT0001054,DR098,H004,Return,13,2025-04-10,Walid El-Desouky
DT0001055,DR106,H004,Wastage,5,2024-11-12,Khaled El-Hamzawy
DT0001056,DR076,H004,Dispensing,10,2024-12-21,Ramzy Ibrahim
DT0001057,DR089,H004,Adjustment,12,2024-10-08,Sobhi Eid
DT0001058,DR025,H004,Dispensing,17,2025-04-28,Tharwat El-Banna
DT0001059,DR116,H004,Dispensing,15,2024-05-23,Ayman Mohamed
DT0001060,DR163,H004,Wastage,26,2024-08-12,Samir El-Naggar
DT0001061,DR124,H004,Dispensing,40,2025-03-20,Rozan El-Sayed
DT0001062,DR086,H004,Wastage,29,2025-01-15,Samer El-Wakeel
DT0001063,DR110,H004,Wastage,25,2024-07-13,Randa Abdallah
DT0001064,DR132,H004,Dispensing,37,2024-12-25,Nevine Nofal
DT0001065,DR009,H004,Purchase,462,2025-03-18,Sherif Abdel-Monem
DT0001066,DR022,H004,Dispensing,39,2025-03-16,Youssef Hamouda
DT0001067,DR011,H004,Dispensing,46,2024-07-24,Nadia Fawzy
DT0001068,DR079,H004,Dispensing,32,2025-05-03,Raafat Mahrous
DT0001069,DR041,H004,Wastage,1,2024-12-11,Nagy Eid
DT0001070,DR114,H004,Dispensing,6,2025-04-15,Hazem Hassan
DT0001071,DR098,H004,Dispensing,37,2024-07-27,Basel Barakat
DT0001072,DR148,H004,Purchase,249,2025-05-03,Nada Hassan
DT0001073,DR004,H004,Dispensing,11,2024-12-19,Omar El-Hariry
DT0001074,DR104,H004,Return,19,2025-04-09,Nagwa Gaber
DT0001075,DR027,H004,Purchase,442,2024-06-20,Nagy Eid
DT0001076,DR092,H004,Dispensing,14,2024-11-04,Karam Morsi
DT0001077,DR092,H004,Dispensing,21,2025-04-12,Lamia Ali
DT0001078,DR088,H004,Purchase,58,2024-08-17,Rania Abdel-Aziz
DT0001079,DR040,H004,Purchase,254,2025-03-12,Salma Hatem
DT0001080,DR018,H004,Wastage,7,2024-06-05,Safaa Hegazy
DT0001081,DR056,H004,Dispensing,22,2024-09-13,Hesham Radwan
DT0001082,DR067,H004,Dispensing,24,2024-07-23,Medhat El-Sawi
DT0001083,DR030,H004,Purchase,402,2024-10-10,Nagy Eid
DT0001084,DR110,H004,Dispensing,2,2025-01-04,Raafat Morsi
DT0001085,DR081,H004,Dispensing,22,2024-08-28,Nashaat El-Diwany
DT0001086,DR027,H004,Wastage,14,2024-07-03,Fathy El-Gohary
DT0001087,DR040,H004,Return,26,2024-07-16,Randa Abdallah
DT0001088,DR109,H004,Dispensing,13,2024-05-26,Randa Abdallah
DT0001089,DR135,H004,Purchase,202,2024-06-20,Amr El-Banna
DT0001090,DR063,H004,Return,9,2024-12-23,Salma Hamouda
DT0001091,DR109,H004,Adjustment,4,2024-06-08,Akram Bayoumi
DT0001092,DR034,H004,Dispensing,8,2024-07-17,Niveen Tobar
DT0001093,DR008,H004,Dispensing,3,2025-03-10,Yara Mansour
DT0001094,DR125,H004,Wastage,16,2025-02-10,Shaimaa Mansour
DT0001095,DR086,H004,Purchase,398,2024-10-11,May Salem
DT0001096,DR142,H004,Return,26,2025-04-21,Abdelhamid Hanafy
DT0001097,DR103,H004,Purchase,426,2024-08-19,Saad Abdel-Monem
DT0001098,DR034,H004,Dispensing,10,2024-10-05,Nagy Eid
DT0001099,DR093,H004,Return,8,2024-10-10,Omar El-Hariry
DT0001100,DR034,H004,Purchase,181,2024-09-23,Abdelaziz El-Rashidy
DT0001101,DR047,H004,Dispensing,14,2024-07-01,Youssef Hamouda
DT0001102,DR059,H004,Purchase,226,2025-01-31,Farida El-Gohary
DT0001103,DR085,H004,Purchase,61,2024-05-23,Hatem Radwan
DT0001104,DR020,H004,Purchase,449,2024-12-18,Yara Mansour
DT0001105,DR081,H004,Adjustment,23,2024-08-25,Nour El-Zanaty
DT0001106,DR161,H004,Dispensing,34,2025-02-17,Salma Hamouda
DT0001107,DR150,H004,Return,23,2025-05-03,Samer Metwally
DT0001108,DR061,H004,Dispensing,12,2024-12-25,Hani Amin
DT0001109,DR154,H004,Purchase,128,2025-01-31,Abdelaziz El-Rashidy
DT0001110,DR154,H004,Dispensing,11,2024-12-21,Samer Metwally
DT0001111,DR051,H004,Dispensing,13,2025-02-05,Ramy Hamza
DT0001112,DR095,H004,Wastage,21,2025-04-26,Zaki Khalil
DT0001113,DR172,H004,Dispensing,4,2024-08-31,Khadija Fawzy
DT0001114,DR093,H004,Dispensing,42,2024-06-30,Fatima El-Diwany
DT0001115,DR070,H004,Dispensing,14,2024-09-15,Dalia El-Banna
DT0001116,DR095,H004,Dispensing,14,2025-05-07,Hassan El-Malt
DT0001117,DR012,H004,Purchase,239,2024-08-12,Zaki Khalil
DT0001118,DR132,H004,Return,20,2025-04-23,Mamdouh El-Gohary
DT0001119,DR128,H004,Dispensing,45,2024-06-30,Farida El-Gohary
DT0001120,DR100,H004,Dispensing,40,2024-12-29,Lotfy Attia
DT0001121,DR156,H004,Dispensing,36,2025-05-03,Howaida El-Arabi
DT0001122,DR151,H004,Dispensing,17,2025-05-01,Aisha Ali
DT0001123,DR133,H004,Dispensing,29,2025-05-07,Mohsen Radwan
DT0001124,DR076,H004,Dispensing,11,2024-09-09,Hesham Radwan
DT0001125,DR071,H004,Purchase,120,2024-08-25,Asmaa El-Shaer
DT0001126,DR058,H004,Wastage,26,2024-11-02,Samah Helal
